,rental_id,rent,Unit Price ($/ft2),Discount Rate (γ),Balanced Price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,NEW NEIGHBOR,borough,
1087,4919,2595,5.190,0.7749206845,6.697459629,1,1,500,3,4,106,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
1104,9730,2195,4.390,0.7749206845,5.665095909,1,1,500,6,2,106,0,1,1,1,1,1,1,1,Lower East Side,Downtown,Manhattan,
1213,2973,3712,3.091,1,3.090757702,1,2,1201,11,3,108,1,1,1,1,1,1,1,1,Lower East Side,Downtown,Manhattan,
1419,414,4050,4.566,0.8618439948,5.297887642,2,1,887,5,2,86,0,0,1,1,0,0,0,0,Lower East Side,Downtown,Manhattan,
1478,11303,3350,3.085,0.7749206845,3.980684231,1,1,1086,11,5,108,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
1698,7732,2600,5.778,0.7819792921,7.388658288,0.5,1,450,1,5,16,0,0,0,1,1,0,1,1,Lower East Side,Downtown,Manhattan,
1765,2550,4100,3.125,1,3.125,1,2,1312,11,5,108,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
1772,11265,3800,3.455,1,3.454545455,1,2,1100,11,1,108,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
1875,11299,3898,3.246,1,3.245628643,1,2,1201,11,5,108,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
1950,11250,3400,2.921,0.7749206845,3.76936925,1,1,1164,11,2,108,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2127,6807,2800,5.333,0.8618439948,6.188281598,2,1,525,2,4,96,0,1,0,1,1,1,0,1,Lower East Side,Downtown,Manhattan,
2128,1731,2300,4.299,0.7749206845,5.547748959,1,1,535,3,1,106,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2180,3452,5650,4.708,0.9833575907,4.78801748,4,2,1200,7,10,38,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2229,10810,2000,4.000,0.7749206845,5.161818596,1,1,500,2,2,116,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2271,2134,15000,8.824,0.9660789048,9.133342388,3,2,1700,6,7,12,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2282,10812,7000,3.500,0.9466046632,3.697425267,2,2,2000,9,7,116,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2435,1926,4100,4.824,0.8618439948,5.596754681,2,1,850,4,5,86,0,1,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2460,2527,3100,5.167,0.7749206845,6.66734902,1,1,600,3,5,116,0,1,0,1,1,1,0,1,Lower East Side,Downtown,Manhattan,
2564,8048,12500,7.058,0.9833575907,7.177611989,4,2,1771,6,7,12,0,0,1,1,1,0,0,1,Lower East Side,Downtown,Manhattan,
2571,11340,3295,3.034,0.7749206845,3.915329713,1,1,1086,11,4,108,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2650,2469,3400,7.925,0.7819792921,10.13506113,0.5,1,429,2,9,13,0,0,1,1,1,0,0,1,Lower East Side,Downtown,Manhattan,
2671,8882,4000,4.000,0.9466046632,4.225628877,2,2,1000,5,10,12,0,0,0,1,0,0,0,0,Lower East Side,Downtown,Manhattan,
2878,10956,14950,6.795,0.9660789048,7.034057478,3,2,2200,3,7,1,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2915,10811,2800,4.667,0.8618439948,5.414746398,2,1,600,5,3,116,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
2922,7626,4175,5.905,0.7749206845,7.62043587,1,1,707,2,4,13,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
3126,7888,3500,3.889,0.7749206845,5.018434746,1,1,900,4,4,116,0,0,0,1,0,0,0,0,Lower East Side,Downtown,Manhattan,
3150,8129,17000,7.727,0.9660789048,7.998593788,3,2,2200,3,7,1,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
3175,9733,1925,6.417,0.7819792921,8.205673388,0.5,1,300,6,4,106,0,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
3308,3216,4525,5.028,0.9333084504,5.387048382,3,1,900,7,8,38,1,0,0,0,0,0,0,0,Lower East Side,Downtown,Manhattan,
3456,1920,3712,3.091,1,3.090757702,1,2,1201,11,3,108,1,0,0,0,0,1,0,1,Lower East Side,Downtown,Manhattan,
2,2919,4500,4.913,0.7749206845,6.339569783,1,1,916,2,51,29,0,1,0,1,1,1,0,0,Midtown,Midtown,Manhattan,
19,3491,4950,5.690,0.7749206845,7.342241969,1,1,870,2,9,11,0,1,1,0,0,1,0,0,Midtown,Midtown,Manhattan,
73,1380,11750,3.790,0.9906875344,3.825951623,4,3,3100,2,11,111,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
104,7418,5475,5.005,0.7749206845,6.458171119,1,1,1094,2,38,30,0,1,1,1,1,1,0,1,Midtown,Midtown,Manhattan,
139,5939,2775,5.550,0.7819792921,7.097374644,0.5,1,500,3,22,30,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
189,1543,14000,7.000,0.9466046632,7.394850535,2,2,2000,4,55,33,0,0,0,1,1,0,0,0,Midtown,Midtown,Manhattan,
243,146,2600,4.952,0.7749206845,6.390823024,1,1,525,2,5,115,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
249,1511,3000,4.110,0.7749206845,5.303238284,1,1,730,2,7,53,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
282,3034,9995,5.134,0.985779237,5.207594748,3,3,1947,1,8,90,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
295,684,2999,4.998,0.7749206845,6.450122488,1,1,600,2,16,65,1,0,0,0,0,1,0,0,Midtown,Midtown,Manhattan,
297,2324,5256,5.369,0.9466046632,5.671579514,2,2,979,3,30,13,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
302,11344,3290,4.387,0.7749206845,5.660794394,1,1,750,2,10,89,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
362,4227,7995,7.437,0.7749206845,9.59738132,1,1,1075,4,33,33,0,0,0,1,0,1,0,0,Midtown,Midtown,Manhattan,
395,6209,7650,8.500,0.7749206845,10.96886452,1,1,900,1,9,11,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
397,6450,3100,5.962,0.7819792921,7.623652598,0.5,1,520,1,18,53,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
417,200,14000,7.000,0.9466046632,7.394850535,2,2,2000,4,55,33,0,0,0,1,1,0,0,0,Midtown,Midtown,Manhattan,
462,814,3950,4.593,0.7749206845,5.927088214,1,1,860,2,33,29,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
486,5583,6495,5.435,0.9660789048,5.625986052,3,2,1195,3,28,37,1,1,1,0,1,0,0,0,Midtown,Midtown,Manhattan,
489,1339,8000,5.571,0.9466046632,5.885276988,2,2,1436,1,7,47,0,0,0,1,1,1,0,0,Midtown,Midtown,Manhattan,
499,400,4000,7.273,0.7749206845,9.385124721,1,1,550,2,9,89,0,1,1,1,1,1,0,1,Midtown,Midtown,Manhattan,
507,5108,12000,3.504,0.9953405003,3.520051313,5,3,3425,2,8,111,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
524,6120,4495,5.778,0.7749206845,7.455775897,1,1,778,3,34,13,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
536,2306,2650,5.300,0.7819792921,6.777673084,0.5,1,500,2,7,53,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
555,53,6250,6.332,0.7749206845,8.171571993,1,1,987,2,6,8,0,1,1,1,1,1,0,0,Midtown,Midtown,Manhattan,
565,9136,3400,5.457,0.7749206845,7.042609642,1,1,623,2,11,89,0,0,0,1,1,0,0,1,Midtown,Midtown,Manhattan,
581,10085,5700,6.064,0.7749206845,7.82509734,1,1,940,2,14,13,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
618,788,2500,5.319,0.7819792921,6.802160863,0.5,1,470,3,3,59,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
644,1338,7795,9.744,0.7749206845,12.57386749,1,1,800,2,21,11,0,0,1,1,1,1,0,1,Midtown,Midtown,Manhattan,
702,3470,8500,6.071,0.9466046632,6.413900974,2,2,1400,5,10,9,0,1,0,0,1,0,0,0,Midtown,Midtown,Manhattan,
706,491,9850,6.615,0.9466046632,6.988321766,2,2,1489,2,66,30,0,1,1,1,1,0,1,1,Midtown,Midtown,Manhattan,
716,552,3750,4.688,0.7749206845,6.049006168,1,1,800,2,15,89,0,0,0,1,1,0,0,0,Midtown,Midtown,Manhattan,
742,2411,2800,6.667,0.7819792921,8.525374948,0.5,1,420,2,8,53,0,0,0,1,0,0,0,1,Midtown,Midtown,Manhattan,
762,10986,7500,7.129,0.7749206845,9.20000938,1,1,1052,4,32,33,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
787,11151,3100,5.167,0.7819792921,6.607165585,0.5,1,600,1,2,53,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
816,3053,2650,5.626,0.7819792921,7.194982042,0.5,1,471,2,45,29,0,0,1,1,1,1,0,0,Midtown,Midtown,Manhattan,
826,6062,3900,3.900,0.8618439948,4.525180919,2,1,1000,2,7,115,0,1,1,1,0,0,0,0,Midtown,Midtown,Manhattan,
876,1305,8900,8.091,0.9466046632,8.547294774,2,2,1100,4,35,33,0,0,0,1,0,0,1,0,Midtown,Midtown,Manhattan,
912,8519,4600,4.792,0.7749206845,6.183428527,1,1,960,5,22,9,0,1,1,1,1,0,0,0,Midtown,Midtown,Manhattan,
917,7819,6500,5.471,0.9466046632,5.780005829,2,2,1188,2,64,29,0,1,0,1,1,0,0,1,Midtown,Midtown,Manhattan,
920,1662,3211,4.143,0.7749206845,5.346645004,1,1,775,2,17,53,1,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
930,7594,5000,9.091,0.7749206845,11.7314059,1,1,550,2,18,89,1,0,0,0,0,1,0,0,Midtown,Midtown,Manhattan,
947,10293,5950,6.022,0.7749206845,7.771462715,1,1,988,5,33,9,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1025,681,5200,7.525,0.7749206845,9.711091426,1,1,691,3,29,7,0,0,1,1,1,1,0,1,Midtown,Midtown,Manhattan,
1064,8759,2495,6.238,0.7819792921,7.976553936,0.5,1,400,1,33,37,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1093,5600,3500,5.385,0.7749206845,6.948601957,1,1,650,2,29,29,0,1,0,1,1,0,1,1,Midtown,Midtown,Manhattan,
1322,116,7895,4.847,0.9466046632,5.119910986,2,2,1629,1,25,11,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1381,1079,5250,5.912,0.7749206845,7.629377148,1,1,888,2,20,11,0,0,0,0,0,1,0,0,Midtown,Midtown,Manhattan,
1387,4719,7500,6.868,0.7749206845,8.8630127,1,1,1092,4,62,33,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
1405,1121,9000,4.500,0.9660789048,4.658004618,3,2,2000,0,6,94,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1499,3788,3250,4.643,0.7749206845,5.991396585,1,1,700,2,9,93,0,0,0,0,0,1,0,0,Midtown,Midtown,Manhattan,
1511,3799,16950,11.578,0.9466046632,12.23094424,2,2,1464,2,24,2,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1522,1658,5999,5.638,0.9466046632,5.956190703,2,2,1064,1,19,47,1,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
1537,1593,6000,5.484,0.7749206845,7.077447801,1,1,1094,2,49,30,0,0,0,0,0,1,0,0,Midtown,Midtown,Manhattan,
1565,386,11000,3.667,0.9660789048,3.79541117,3,2,3000,2,12,111,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1622,955,5995,4.163,0.9466046632,4.398028666,2,2,1440,2,39,29,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1646,6445,5675,5.159,0.9466046632,5.450100881,2,2,1100,3,27,30,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1670,9378,2880,6.102,0.7819792921,7.802885546,0.5,1,472,2,43,29,0,0,1,1,1,1,0,1,Midtown,Midtown,Manhattan,
1671,5166,4995,5.000,0.7749206845,6.452273245,1,1,999,5,27,9,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1692,6586,3500,4.930,0.7749206845,6.361396157,1,1,710,1,4,53,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1760,4720,4725,5.462,0.7749206845,7.04901528,1,1,865,2,35,29,0,0,0,0,0,0,1,0,Midtown,Midtown,Manhattan,
1776,297,4200,6.462,0.7749206845,8.338322348,1,1,650,2,10,89,1,0,0,0,0,1,0,0,Midtown,Midtown,Manhattan,
1847,2320,3850,5.147,0.7749206845,6.642045988,1,1,748,5,17,9,0,1,1,1,1,0,0,0,Midtown,Midtown,Manhattan,
1864,2402,5500,6.180,0.7749206845,7.974719742,1,1,890,2,23,11,1,1,0,1,1,0,1,1,Midtown,Midtown,Manhattan,
1865,7064,8500,6.605,0.9466046632,6.977048457,2,2,1287,2,32,43,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1876,728,3250,5.417,0.7749206845,6.989962683,1,1,600,2,10,89,0,1,1,1,1,1,0,1,Midtown,Midtown,Manhattan,
1959,1665,19000,10.995,0.9466046632,11.61558864,2,2,1728,2,21,2,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
1980,7960,4900,5.632,0.7749206845,7.268077909,1,1,870,2,9,11,0,1,1,0,0,1,0,0,Midtown,Midtown,Manhattan,
1997,8188,11225,3.207,0.9878306673,3.246652451,3.5,3,3500,2,12,111,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2006,1314,4000,4.706,0.7749206845,6.07272776,1,1,850,2,17,27,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2031,93,12500,8.278,0.9466046632,8.745092875,2,2,1510,4,34,33,0,1,0,1,0,1,0,0,Midtown,Midtown,Manhattan,
2069,2145,7000,5.719,1,5.718954248,1,2,1224,1,35,41,0,1,0,1,1,0,0,1,Midtown,Midtown,Manhattan,
2071,6474,2500,4.167,0.7749206845,5.376894371,1,1,600,2,10,53,0,0,0,1,0,0,1,0,Midtown,Midtown,Manhattan,
2096,11050,11500,9.583,0.9466046632,10.12390252,2,2,1200,4,11,89,0,0,1,1,1,0,1,0,Midtown,Midtown,Manhattan,
2107,8941,3000,5.000,0.7749206845,6.452273245,1,1,600,2,14,89,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2129,3277,5900,5.630,0.7749206845,7.26496415,1,1,1048,2,57,30,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2130,4588,15000,8.408,0.9466046632,8.882347696,2,2,1784,4,45,33,0,0,1,1,0,0,0,0,Midtown,Midtown,Manhattan,
2136,2946,2600,4.000,0.7749206845,5.161818596,1,1,650,2,5,115,0,0,0,1,1,0,0,0,Midtown,Midtown,Manhattan,
2216,1873,2650,4.492,0.7749206845,5.796109865,1,1,590,2,7,53,0,0,0,1,0,0,1,0,Midtown,Midtown,Manhattan,
2262,688,5200,4.906,0.7749206845,6.330532241,1,1,1060,2,18,57,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2295,1068,4800,6.000,0.8618439948,6.961816798,2,1,800,1,5,103,1,1,1,0,0,1,1,0,Midtown,Midtown,Manhattan,
2328,5213,5380,6.329,0.7749206845,8.167818838,1,1,850,2,15,11,0,0,0,0,0,1,0,0,Midtown,Midtown,Manhattan,
2386,9294,13500,10.490,1,10.48951049,1,2,1287,1,40,3,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2447,8173,5250,5.396,0.7749206845,6.962884797,1,1,973,2,34,34,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
2508,589,3500,5.833,0.7749206845,7.52765212,1,1,600,2,16,89,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2542,2613,3700,4.579,0.7749206845,5.909260151,1,1,808,2,51,30,0,1,0,1,1,0,0,1,Midtown,Midtown,Manhattan,
2560,2858,4695,4.942,0.7749206845,6.377562713,1,1,950,2,28,29,0,0,0,1,1,0,0,1,Midtown,Midtown,Manhattan,
2618,7886,4095,6.882,0.7749206845,8.88136435,1,1,595,3,46,13,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2655,4778,8900,5.235,0.9466046632,5.530602501,2,2,1700,2,24,43,0,0,0,1,1,0,1,0,Midtown,Midtown,Manhattan,
2783,3623,5850,5.318,0.7749206845,6.862872452,1,1,1100,2,37,30,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2829,6897,2695,6.125,0.7819792921,7.832688234,0.5,1,440,3,19,37,0,0,0,1,1,0,0,1,Midtown,Midtown,Manhattan,
2836,11321,3400,4.277,0.7749206845,5.518925543,1,1,795,0,26,48,1,0,0,1,1,0,0,0,Midtown,Midtown,Manhattan,
2907,4017,4300,6.615,0.7749206845,8.536853832,1,1,650,2,10,89,1,1,1,1,1,1,0,0,Midtown,Midtown,Manhattan,
2909,1158,3095,5.430,0.7819792921,6.943693543,0.5,1,570,4,26,15,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
2935,735,6300,6.300,1,6.3,1,2,1000,4,36,33,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
2963,11203,2850,4.750,0.7749206845,6.129659583,1,1,600,0,12,48,0,1,0,1,1,0,0,1,Midtown,Midtown,Manhattan,
2969,10799,5000,7.924,0.7749206845,10.22547266,1,1,631,2,32,11,0,0,0,1,1,1,0,0,Midtown,Midtown,Manhattan,
2995,10759,2725,4.542,0.7819792921,5.807911683,0.5,1,600,3,12,51,0,0,1,1,1,0,0,1,Midtown,Midtown,Manhattan,
3007,7884,3295,6.102,0.7819792921,7.803086237,0.5,1,540,3,43,13,1,0,0,1,1,0,0,1,Midtown,Midtown,Manhattan,
3009,842,5600,6.222,0.7749206845,8.029495594,1,1,900,1,25,11,0,0,1,0,0,1,0,0,Midtown,Midtown,Manhattan,
3037,607,8000,6.462,1,6.462035541,1,2,1238,2,23,43,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
3060,1054,6295,4.842,0.9466046632,5.115448804,2,2,1300,4,41,15,1,1,0,1,1,1,0,1,Midtown,Midtown,Manhattan,
3081,7904,3775,4.719,0.7749206845,6.089332875,1,1,800,3,6,91,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
3123,6927,11500,4.191,0.985779237,4.251420543,3,3,2744,0,2,94,0,0,0,0,1,0,0,0,Midtown,Midtown,Manhattan,
3149,6885,2695,6.125,0.7819792921,7.832688234,0.5,1,440,3,25,37,0,1,1,1,1,1,0,1,Midtown,Midtown,Manhattan,
3151,3596,5495,5.495,0.9466046632,5.80495767,2,2,1000,4,50,15,1,0,0,0,1,0,0,0,Midtown,Midtown,Manhattan,
3167,242,7650,6.043,0.9466046632,6.383503339,2,2,1266,2,25,11,1,1,1,0,0,1,0,0,Midtown,Midtown,Manhattan,
3171,2772,2900,5.216,0.7819792921,6.670032558,0.5,1,556,3,30,13,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
3216,11190,9000,6.207,0.7749206845,8.009718512,1,1,1450,4,11,89,0,1,1,1,1,1,0,1,Midtown,Midtown,Manhattan,
3224,5931,7500,5.357,0.9466046632,5.659324389,2,2,1400,5,8,9,0,0,1,0,1,0,1,1,Midtown,Midtown,Manhattan,
3264,9874,2850,6.333,0.7819792921,8.099106201,0.5,1,450,3,12,30,1,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
3272,7443,4000,5.517,0.7749206845,7.119749788,1,1,725,2,38,29,0,0,1,1,1,0,1,0,Midtown,Midtown,Manhattan,
3276,9101,9450,3.150,0.9833575907,3.20331081,4,2,3000,2,8,111,1,0,0,0,1,1,0,0,Midtown,Midtown,Manhattan,
3325,7006,5250,4.990,0.7749206845,6.440006566,1,1,1052,4,35,33,0,0,0,1,0,0,1,0,Midtown,Midtown,Manhattan,
3336,7860,5500,4.681,0.9466046632,4.944884856,2,2,1175,2,5,65,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
3348,536,6250,5.682,0.9466046632,6.002313746,2,2,1100,2,20,89,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
3360,2300,5400,6.429,0.7749206845,8.295779887,1,1,840,2,22,11,0,1,1,0,1,1,0,1,Midtown,Midtown,Manhattan,
3416,6777,3500,5.766,0.7819792921,7.37367685,0.5,1,607,1,12,90,0,0,0,0,0,0,0,0,Midtown,Midtown,Manhattan,
3496,9828,3695,4.901,0.7749206845,6.323912372,1,1,754,1,33,47,0,0,0,1,0,0,0,0,Midtown,Midtown,Manhattan,
3502,7662,5250,5.000,0.7749206845,6.452273245,1,1,1050,2,39,30,0,0,0,1,1,0,1,1,Midtown,Midtown,Manhattan,
6,9077,1995,3.325,0,#DIV/0!,0.5,0,600,6,1,115,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
11,8293,6920,4.809,0.9660789048,4.97774565,3,2,1439,7,9,39,1,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
18,476,9000,5.146,0.9466046632,5.436057732,2,2,1749,4,15,10,0,0,0,1,0,0,0,0,Midtown East,Midtown,Manhattan,
25,9535,4990,6.063,0.7749206845,7.824263304,1,1,823,5,22,44,1,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
32,9177,3650,4.784,0.8618439948,5.550596617,2,1,763,10,30,27,0,0,0,1,1,0,0,1,Midtown East,Midtown,Manhattan,
41,1348,2200,6.769,0.7819792921,8.656534563,0.5,1,325,6,24,87,0,1,0,1,1,1,0,0,Midtown East,Midtown,Manhattan,
42,10158,5485,5.336,0.8618439948,6.19091523,2,1,1028,7,24,39,1,0,1,0,0,1,0,0,Midtown East,Midtown,Manhattan,
44,4268,2750,4.583,0.7749206845,5.914583808,1,1,600,9,12,57,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
53,5877,3900,6.065,0.7749206845,7.827018867,1,1,643,4,10,2,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
68,5736,3483,4.739,0.7749206845,6.115174888,1,1,735,9,4,87,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
70,2376,4600,5.169,0.7749206845,6.669765602,1,1,890,2,8,10,0,0,1,1,1,1,0,0,Midtown East,Midtown,Manhattan,
72,7224,2700,4.982,0.7819792921,6.370437,0.5,1,542,6,22,28,0,0,0,1,1,1,0,0,Midtown East,Midtown,Manhattan,
121,1122,3500,5.376,0.7749206845,6.937928221,1,1,651,6,34,37,1,0,0,1,0,0,0,0,Midtown East,Midtown,Manhattan,
123,7731,2350,5.875,0.7819792921,7.512986673,0.5,1,400,5,16,30,0,0,1,1,1,0,0,1,Midtown East,Midtown,Manhattan,
124,9184,4499,5.375,0.8618439948,6.236800831,2,1,837,6,14,37,0,0,0,1,1,1,0,1,Midtown East,Midtown,Manhattan,
125,8612,3815,5.737,0.7749206845,7.403134566,1,1,665,8,23,16,1,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
126,2008,3200,3.765,0.8618439948,4.368198775,2,1,850,7,3,60,0,1,0,1,1,1,1,1,Midtown East,Midtown,Manhattan,
128,3874,3500,4.848,0.7749206845,6.255666581,1,1,722,12,32,32,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
172,3978,12500,6.819,0.985779237,6.91779808,3,3,1833,5,14,2,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
193,9154,4785,5.814,0.7749206845,7.502825633,1,1,823,5,17,44,1,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
194,6221,4800,4.174,0.9466046632,4.409351872,2,2,1150,12,35,27,1,1,0,1,1,1,1,1,Midtown East,Midtown,Manhattan,
196,6352,4500,4.323,0.9466046632,4.566601812,2,2,1041,10,6,27,0,0,0,0,1,1,0,0,Midtown East,Midtown,Manhattan,
206,8711,2450,5.444,0.7819792921,6.962389541,0.5,1,450,2,10,93,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
207,2710,7000,3.182,0.9906875344,3.211727282,4,3,2200,6,16,57,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
210,3828,4050,4.856,0.7749206845,6.266596318,1,1,834,2,6,58,0,1,1,0,1,1,0,0,Midtown East,Midtown,Manhattan,
238,3314,8500,5.751,0.9466046632,6.075413643,2,2,1478,9,54,15,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
239,2272,2650,5.498,0.7819792921,7.030781207,0.5,1,482,6,30,28,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
253,3366,4260,4.447,0.8618439948,5.159592825,2,1,958,10,30,27,1,0,1,0,0,1,0,0,Midtown East,Midtown,Manhattan,
256,2468,2900,4.833,0.7749206845,6.237197471,1,1,600,12,16,27,0,0,0,1,1,0,0,1,Midtown East,Midtown,Manhattan,
261,10552,2995,3.744,0.7749206845,4.831139593,1,1,800,4,1,66,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
263,5077,2495,4.990,0.7819792921,6.381243149,0.5,1,500,6,4,96,0,1,1,1,1,1,0,1,Midtown East,Midtown,Manhattan,
265,4672,5535,5.700,0.9466046632,6.021847537,2,2,971,8,25,16,1,1,0,1,1,1,1,1,Midtown East,Midtown,Manhattan,
284,4832,2685,4.882,0.7749206845,6.299764969,1,1,550,3,10,53,0,0,0,0,1,0,0,0,Midtown East,Midtown,Manhattan,
293,10531,2125,4.250,0.7819792921,5.434926529,0.5,1,500,9,6,86,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
300,7820,3850,4.813,0.7749206845,6.210312999,1,1,800,7,16,34,0,1,0,1,1,1,0,1,Midtown East,Midtown,Manhattan,
319,9377,4495,4.727,0.9466046632,4.993218139,2,2,951,12,20,32,0,1,0,1,1,0,0,1,Midtown East,Midtown,Manhattan,
328,3536,3085,6.097,0.7819792921,7.796674422,0.5,1,506,5,10,44,1,0,1,0,0,0,0,0,Midtown East,Midtown,Manhattan,
330,9482,3800,5.352,0.7749206845,6.906658685,1,1,710,6,31,37,0,0,0,1,1,0,0,0,Midtown East,Midtown,Manhattan,
334,5936,4185,4.734,0.7749206845,6.109222519,1,1,884,10,42,27,0,0,0,1,1,0,0,0,Midtown East,Midtown,Manhattan,
335,3524,3350,8.375,0.7819792921,10.71000228,0.5,1,400,2,25,26,0,0,1,0,0,1,0,0,Midtown East,Midtown,Manhattan,
352,10086,8500,5.152,0.9660789048,5.332395859,3,2,1650,2,18,14,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
360,3348,5855,5.000,0.9466046632,5.282036096,2,2,1171,10,9,27,1,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
378,4448,3400,5.611,0.7749206845,7.240174599,1,1,606,6,26,37,1,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
404,372,4450,3.296,0.9466046632,3.482231204,2,2,1350,6,18,53,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
410,7630,2600,6.500,0.7819792921,8.312240575,0.5,1,400,5,18,30,0,0,0,0,0,0,0,0,Midtown East,Midtown,Manhattan,
